Scotland's Census 2011 - National Records of Scotland
Table QS415SC - Central heating
All occupied household spaces

,"All occupied household spaces","No central heating","Gas central heating","Electric (including storage heaters) central heating","Oil central heating","Solid fuel (for example wood, coal) central heating","Other central heating","Two or more types of central heating"
"S01012328",293,8,20,94,115,39,7,10
"S01012329",381,18,16,61,197,55,6,28
"S01012330",280,5,232,25,5,4,2,7
"S01012331",265,2,241,5,12,2,-,3
"S01012332",435,19,108,28,176,53,13,38
"S01012333",452,22,147,32,149,59,12,31
"S01012334",365,3,319,31,7,-,-,5
"S01012335",414,-,395,5,3,2,1,8
"S01012336",275,-,254,14,4,-,-,3
"S01012337",453,3,393,32,6,2,2,15
"S01012338",384,16,297,58,3,3,-,7
"S01012339",366,6,252,94,3,1,2,8
"S01012340",477,1,418,43,3,1,1,10
"S01012341",404,23,70,33,196,35,15,32
"S01012342",403,16,193,39,106,20,6,23
"S01012343",448,17,94,39,192,67,10,29
"S01012344",296,10,181,77,8,4,2,14
"S01012345",321,9,227,59,8,3,1,14
"S01012346",361,11,75,54,173,22,5,21
"S01012347",364,3,294,47,8,2,1,9
"S01012348",325,6,271,24,7,1,1,15
"S01012349",402,3,344,46,3,1,-,5
"S01012350",337,3,317,10,1,1,-,5
"S01012351",373,2,326,18,7,6,3,11
"S01012352",350,3,320,12,8,3,-,4
"S01012353",453,6,320,111,4,3,1,8
"S01012354",385,8,37,67,162,68,7,36
"S01012355",377,26,38,29,191,46,16,31
"S01012356",320,8,31,78,145,38,9,11
"S01012357",355,10,50,28,215,22,13,17
"S01012358",343,11,39,28,193,40,5,27
"S01012359",367,2,325,17,4,6,1,12
"S01012360",324,4,239,74,3,1,-,3
"S01012361",275,-,235,23,4,3,1,9
"S01012362",306,2,276,11,7,7,2,1
"S01012363",575,27,402,124,6,4,-,12
"S01012364",375,25,294,32,3,-,-,21
"S01012365",443,5,372,51,4,2,2,7
"S01012366",513,25,386,88,3,1,1,9
"S01012367",420,2,384,12,12,3,-,7
"S01012368",261,1,233,11,4,4,4,4
"S01012369",375,4,249,72,42,3,-,5
"S01012370",516,4,424,50,20,2,1,15
"S01012371",486,22,396,53,4,4,-,7
"S01012372",450,19,310,100,5,1,7,8
"S01012373",479,7,414,37,12,1,1,7
"S01012374",402,2,346,47,2,-,-,5
"S01012375",429,1,371,26,19,3,1,8
"S01012376",407,8,41,56,225,26,9,42
"S01012377",324,9,48,53,158,16,11,29
"S01012378",250,7,41,26,113,32,8,23
"S01012379",227,6,39,29,113,13,7,20
"S01012380",423,19,237,139,5,1,-,22
"S01012381",456,8,388,42,4,1,3,10
"S01012382",437,5,365,58,2,1,-,6
"S01012383",424,10,322,70,7,2,4,9
"S01012384",267,8,209,37,6,2,-,5
"S01012385",332,9,251,55,6,3,1,7
"S01012386",440,16,325,64,14,4,-,17
"S01012387",407,13,2,174,169,15,5,29
"S01012388",306,20,6,100,139,5,5,31
"S01012389",339,12,4,177,104,9,12,21
"S01012390",307,10,3,116,119,19,8,32
"S01012391",412,12,2,172,173,10,18,25
"S01012392",327,9,2,128,43,3,139,3
"S01012393",377,11,2,208,43,8,98,7
"S01012394",276,6,1,207,22,1,36,3
"S01012395",279,5,3,140,20,9,100,2
"S01012396",312,8,-,170,29,13,85,7
"S01012397",418,14,2,233,105,20,32,12
"S01012398",432,23,3,255,20,8,107,16
"S01012399",287,15,3,131,12,4,117,5
"S01012400",274,4,5,142,10,4,100,9
"S01012401",408,15,1,307,32,8,34,11
"S01012402",184,6,-,66,89,12,3,8
"S01012403",437,20,-,182,166,12,19,38
"S01012404",448,18,4,258,109,13,12,34
"S01012405",274,9,-,108,129,5,5,18
"S01012406",260,15,4,87,108,13,6,27
"S01012407",335,12,2,145,129,17,7,23
"S01012408",250,17,3,70,105,14,7,34
"S01012409",311,21,-,136,107,17,-,30
"S01012410",420,15,1,233,123,7,14,27
"S01012411",410,16,1,250,108,14,5,16
"S01012412",281,20,2,123,92,18,4,22
"S01012413",419,29,1,123,203,29,7,27
"S01012414",341,29,3,173,83,10,8,35
"S01012415",203,4,1,99,87,-,2,10
"S01012416",216,4,2,96,96,2,2,14
"S01012417",299,6,36,82,138,23,5,9
"S01012418",343,16,44,42,173,38,8,22
"S01012419",313,17,53,57,132,29,7,18
"S01012420",362,4,30,133,133,50,7,5
"S01012421",325,4,55,51,148,47,9,11
"S01012422",402,13,48,77,197,36,19,12
"S01012423",346,6,38,39,209,39,8,7
"S01012424",414,1,350,53,6,-,-,4
"S01012425",307,1,264,30,5,2,2,3
"S01012426",237,2,188,38,3,1,-,5
"S01012427",300,2,231,57,4,-,-,6
"S01012428",286,1,226,46,7,2,-,4
"S01012429",286,9,255,14,2,2,1,3
"S01012430",277,6,242,20,3,-,1,5
"S01012431",432,5,336,73,10,2,1,5
"S01012432",352,5,300,23,4,3,8,9
"S01012433",265,8,229,17,1,4,-,6
"S01012434",334,1,295,26,8,-,-,4
"S01012435",311,5,258,29,8,2,1,8
"S01012436",345,3,290,33,9,1,2,7
"S01012437",336,-,306,14,7,-,1,8
"S01012438",260,1,224,6,22,1,2,4
"S01012439",355,8,316,16,3,2,2,8
"S01012440",221,2,193,10,9,1,1,5
"S01012441",387,2,43,70,234,14,10,14
"S01012442",423,4,166,42,166,17,11,17
"S01012443",313,3,57,73,135,17,19,9
"S01012444",292,2,238,5,36,1,4,6
"S01012445",183,-,177,1,3,1,-,1
"S01012446",252,1,212,28,6,1,1,3
"S01012447",354,2,331,9,6,3,-,3
"S01012448",361,4,288,12,44,5,4,4
"S01012449",252,1,230,5,4,6,1,5
"S01012450",322,11,129,36,116,8,12,10
"S01012451",397,1,363,24,2,1,1,5
"S01012452",301,2,291,5,1,-,1,1
"S01012453",322,-,306,7,4,-,1,4
"S01012454",301,2,286,5,3,-,-,5
"S01012455",246,1,215,9,17,1,1,2
"S01012456",300,-,288,4,4,-,-,4
"S01012457",380,2,365,5,4,3,1,-
"S01012458",330,-,303,6,11,1,2,7
"S01012459",271,-,263,3,2,1,-,2
"S01012460",242,-,226,4,8,-,1,3
"S01012461",250,-,236,8,-,2,-,4
"S01012462",386,2,347,26,1,2,1,7
"S01012463",256,-,244,5,1,-,-,6
"S01012464",255,-,250,-,-,-,1,4
"S01012465",286,-,281,-,-,-,-,5
"S01012466",349,2,282,56,1,-,2,6
"S01012467",307,4,280,16,-,2,-,5
"S01012468",316,-,301,10,1,1,-,3
"S01012469",333,2,290,32,4,1,-,4
"S01012470",492,3,460,19,1,1,1,7
"S01012471",352,4,335,4,4,1,-,4
"S01012472",317,3,299,6,3,-,2,4
"S01012473",218,-,214,2,-,1,-,1
"S01012474",371,2,304,57,3,1,2,2
"S01012475",300,1,280,12,4,-,2,1
"S01012476",422,3,403,9,1,-,1,5
"S01012477",283,2,271,4,4,1,-,1
"S01012478",368,-,352,5,1,-,-,10
"S01012479",261,1,252,4,2,-,-,2
"S01012480",339,1,319,3,1,-,-,15
"S01012481",419,13,324,60,4,-,-,18
"S01012482",439,10,243,180,3,-,-,3
"S01012483",570,24,377,145,4,-,4,16
"S01012484",366,4,336,20,1,-,-,5
"S01012485",384,5,359,9,6,-,-,5
"S01012486",268,6,227,27,6,-,1,1
"S01012487",306,9,281,13,-,-,1,2
"S01012488",483,8,453,12,2,1,-,7
"S01012489",553,12,448,77,-,1,6,9
"S01012490",606,17,402,166,1,1,3,16
"S01012491",245,4,203,26,-,1,2,9
"S01012492",490,7,382,82,1,-,1,17
"S01012493",409,6,170,232,-,1,-,-
"S01012494",383,3,366,8,-,2,-,4
"S01012495",496,1,462,22,3,-,1,7
"S01012496",314,3,295,7,1,4,-,4
"S01012497",231,1,220,3,1,2,-,4
"S01012498",343,1,323,3,2,1,-,13
"S01012499",277,2,267,1,1,1,-,5
"S01012500",217,4,132,78,-,1,-,2
"S01012501",260,3,238,13,1,1,-,4
"S01012502",360,2,335,9,-,3,1,10
"S01012503",308,1,261,37,3,2,1,3
"S01012504",282,6,229,37,2,-,-,8
"S01012505",515,5,479,16,1,2,1,11
"S01012506",241,-,224,13,1,-,-,3
"S01012507",482,3,448,15,3,4,1,8
"S01012508",399,-,374,15,2,2,-,6
"S01012509",256,3,234,11,2,1,-,5
"S01012510",381,5,353,16,2,2,-,3
"S01012511",316,2,287,17,-,1,-,9
"S01012512",286,3,233,38,5,-,1,6
"S01012513",234,2,211,21,-,-,-,-
"S01012514",392,2,374,14,-,-,-,2
"S01012515",319,4,299,8,3,-,-,5
"S01012516",301,3,250,44,1,-,-,3
"S01012517",410,4,349,48,-,1,1,7
"S01012518",277,3,244,25,1,-,-,4
"S01012519",279,2,253,19,2,-,1,2
"S01012520",345,3,283,55,1,-,-,3
"S01012521",270,2,234,27,2,-,-,5
"S01012522",360,4,336,13,5,-,-,2
"S01012523",385,2,366,10,-,2,-,5
"S01012524",467,12,405,42,3,2,-,3
"S01012525",341,3,323,8,2,-,-,5
"S01012526",334,1,322,5,2,-,-,4
"S01012527",285,-,267,8,6,-,-,4
"S01012528",337,-,317,8,2,3,3,4
"S01012529",342,5,311,15,-,2,1,8
"S01012530",400,4,380,10,2,-,-,4
"S01012531",332,4,275,16,26,1,3,7
"S01012532",348,4,275,12,45,-,7,5
"S01012533",274,2,263,4,-,-,2,3
"S01012534",288,2,272,9,-,1,1,3
"S01012535",361,2,21,100,200,29,7,2
"S01012536",312,4,182,54,52,12,6,2
"S01012537",334,1,289,14,12,11,-,7
"S01012538",476,3,392,14,54,8,2,3
"S01012539",315,5,23,67,174,33,8,5
"S01012540",299,3,12,79,144,54,3,4
"S01012541",442,4,56,95,237,28,7,15
"S01012542",380,3,321,19,28,2,-,7
"S01012543",276,1,183,12,63,4,9,4
"S01012544",341,6,275,7,42,2,-,9
"S01012545",214,1,199,5,4,-,-,5
"S01012546",322,1,233,32,44,1,2,9
"S01012547",312,2,295,7,5,1,-,2
"S01012548",394,2,324,22,40,-,2,4
"S01012549",251,3,168,78,1,1,-,-
"S01012550",345,2,313,19,4,-,-,7
"S01012551",319,2,311,3,1,-,-,2
"S01012552",352,2,339,7,2,-,-,2
"S01012553",347,7,307,27,1,-,-,5
"S01012554",190,1,183,5,-,-,1,-
"S01012555",211,1,203,4,1,-,-,2
"S01012556",221,-,213,2,2,-,-,4
"S01012557",249,2,231,9,3,-,1,3
"S01012558",279,1,249,25,-,2,-,2
"S01012559",457,3,309,135,1,2,-,7
"S01012560",264,2,246,12,1,-,1,2
"S01012561",365,2,345,4,1,-,-,13
"S01012562",434,8,382,32,-,1,2,9
"S01012563",271,2,257,4,5,-,-,3
"S01012564",373,-,360,5,1,-,-,7
"S01012565",379,2,334,34,4,1,1,3
"S01012566",445,15,349,73,1,-,1,6
"S01012567",557,8,459,74,3,1,-,12
"S01012568",281,4,245,28,-,-,2,2
"S01012569",315,2,294,7,5,-,-,7
"S01012570",197,2,17,35,102,25,5,11
"S01012571",362,22,30,59,170,51,12,18
"S01012572",224,7,30,52,109,17,4,5
"S01012573",325,7,48,14,195,28,15,18
"S01012574",359,5,64,70,181,14,19,6
"S01012575",289,12,92,53,111,10,5,6
"S01012576",370,4,314,25,17,5,1,4
"S01012577",336,5,215,19,65,11,6,15
"S01012578",463,8,350,62,21,5,6,11
"S01012579",287,6,75,67,98,22,14,5
"S01012580",325,13,37,40,166,37,17,15
"S01012581",331,5,18,120,99,74,12,3
"S01012582",365,5,85,80,140,18,23,14
"S01012583",326,4,13,134,123,41,8,3
"S01012584",331,10,22,109,150,20,15,5
"S01012585",404,11,15,202,103,60,4,9
"S01012586",313,2,40,12,223,16,12,8
"S01012587",327,-,42,20,225,18,13,9
"S01012588",256,4,33,22,147,26,16,8
"S01012589",284,4,13,119,110,33,3,2
"S01012590",371,2,9,130,155,63,10,2
"S01012591",385,1,8,179,113,81,2,1
"S01012592",215,1,170,1,33,-,3,7
"S01012593",333,1,314,3,4,3,1,7
"S01012594",212,5,186,14,2,3,2,-
"S01012595",288,1,242,27,4,8,2,4
"S01012596",347,-,218,106,2,14,-,7
"S01012597",177,-,146,24,-,3,-,4
"S01012598",302,6,259,25,6,-,1,5
"S01012599",330,5,232,70,17,-,1,5
"S01012600",308,5,266,28,6,-,1,2
"S01012601",357,1,337,13,3,-,-,3
"S01012602",329,-,205,115,3,-,-,6
"S01012603",337,1,255,65,5,4,1,6
"S01012604",275,1,65,188,8,1,6,6
"S01012605",240,1,180,45,4,2,3,5
"S01012606",249,-,243,2,1,1,-,2
"S01012607",312,2,230,74,3,1,1,1
"S01012608",358,2,302,43,2,1,-,8
"S01012609",383,4,306,58,1,3,3,8
"S01012610",425,3,387,21,-,2,3,9
"S01012611",352,3,337,5,1,1,-,5
"S01012612",294,1,267,15,1,7,-,3
"S01012613",287,2,263,13,2,1,2,4
"S01012614",455,2,400,38,2,1,2,10
"S01012615",306,2,50,113,120,1,13,7
"S01012616",384,2,184,74,93,8,10,13
"S01012617",151,1,81,8,41,5,6,9
"S01012618",209,-,112,39,35,7,12,4
"S01012619",295,3,190,93,4,1,-,4
"S01012620",325,3,294,16,7,1,1,3
"S01012621",277,1,250,19,1,3,-,3
"S01012622",341,1,305,16,6,6,-,7
"S01012623",320,3,277,31,3,1,-,5
"S01012624",334,2,297,24,1,6,-,4
"S01012625",263,-,236,14,-,5,1,7
"S01012626",216,1,199,11,2,-,-,3
"S01012627",241,-,221,7,4,3,3,3
"S01012628",334,-,296,18,12,2,1,5
"S01012629",197,-,172,13,6,2,1,3
"S01012630",508,9,326,157,5,3,3,5
"S01012631",423,2,317,83,3,6,2,10
"S01012632",304,8,128,25,116,9,8,10
"S01012633",283,5,52,50,131,19,14,12
"S01012634",339,3,59,137,100,27,11,2
"S01012635",430,5,217,47,125,9,13,14
"S01012636",250,5,30,62,129,7,14,3
"S01012637",365,3,15,231,73,35,6,2
"S01012638",406,9,37,122,194,29,10,5
"S01012639",360,3,20,122,126,73,10,6
"S01012640",439,2,25,180,102,117,6,7
"S01012641",484,2,108,212,136,13,4,9
"S01012642",380,3,167,182,11,7,3,7
"S01012643",199,3,166,13,5,3,3,6
"S01012644",301,1,265,14,6,6,1,8
"S01012645",368,4,272,71,12,2,2,5
"S01012646",405,2,339,25,18,5,3,13
"S01012647",269,2,255,2,5,-,-,5
"S01012648",229,4,16,126,48,26,7,2
"S01012649",267,6,75,65,84,35,2,-
"S01012650",266,17,163,46,27,7,3,3
"S01012651",327,3,62,142,58,59,2,1
"S01012652",431,-,404,8,9,5,-,5
"S01012653",363,15,67,123,98,34,20,6
"S01012654",326,11,186,52,51,3,12,11
"S01012655",454,3,387,40,7,3,2,12
"S01012656",405,11,180,200,7,-,1,6
"S01012657",272,3,168,97,1,-,1,2
"S01012658",424,8,337,71,3,-,-,5
"S01012659",366,2,352,6,1,-,1,4
"S01012660",326,2,308,10,1,-,1,4
"S01012661",324,1,305,7,6,1,-,4
"S01012662",370,-,348,13,-,-,2,7
"S01012663",301,3,283,10,1,-,1,3
"S01012664",462,6,419,18,4,2,-,13
"S01012665",346,10,145,179,3,-,1,8
"S01012666",337,22,18,255,34,5,2,1
"S01012667",279,1,240,20,4,2,1,11
"S01012668",347,4,293,42,2,1,-,5
"S01012669",296,2,286,7,1,-,-,-
"S01012670",295,1,276,12,5,-,1,-
"S01012671",388,2,362,10,1,1,2,10
"S01012672",361,2,307,36,3,-,1,12
"S01012673",252,2,240,3,-,-,-,7
"S01012674",240,1,223,4,1,-,-,11
"S01012675",361,2,320,31,-,1,-,7
"S01012676",307,2,288,5,4,1,2,5
"S01012677",256,2,193,55,-,1,1,4
"S01012678",268,-,251,6,2,-,1,8
"S01012679",372,9,235,117,8,1,-,2
"S01012680",210,2,199,4,3,-,1,1
"S01012681",311,9,232,17,32,9,5,7
"S01012682",315,11,290,6,2,-,2,4
"S01012683",326,3,305,4,3,-,1,10
"S01012684",219,3,197,7,7,-,-,5
"S01012685",334,-,307,18,2,1,1,5
"S01012686",434,3,398,16,5,2,2,8
"S01012687",235,2,226,1,2,-,-,4
"S01012688",449,5,382,57,1,1,-,3
"S01012689",185,2,176,2,1,-,-,4
"S01012690",202,-,195,2,4,-,-,1
"S01012691",296,1,284,4,3,-,1,3
"S01012692",334,-,320,8,2,-,1,3
"S01012693",321,-,311,4,1,2,-,3
"S01012694",200,1,191,3,-,-,-,5
"S01012695",306,8,42,51,159,18,17,11
"S01012696",272,8,32,33,154,16,17,12
"S01012697",197,5,95,7,74,7,5,4
"S01012698",339,1,293,10,22,-,3,10
"S01012699",429,7,317,18,64,5,7,11
"S01012700",320,6,236,35,24,7,8,4
"S01012701",221,1,201,5,12,-,1,1
"S01012702",254,2,243,2,-,-,-,7
"S01012703",205,1,203,-,-,-,-,1
"S01012704",329,2,320,1,-,-,1,5
"S01012705",257,-,252,-,3,-,-,2
"S01012706",297,2,282,3,1,1,2,6
"S01012707",322,1,314,2,2,-,1,2
"S01012708",332,2,279,34,2,1,1,13
"S01012709",253,-,239,4,-,1,1,8
"S01012710",356,3,306,37,-,3,-,7
"S01012711",435,7,292,130,1,-,-,5
"S01012712",335,2,324,3,1,1,-,4
"S01012713",329,5,310,8,3,-,1,2
"S01012714",264,2,251,9,-,-,-,2
"S01012715",411,4,371,30,-,-,1,5
"S01012716",369,-,339,18,6,-,1,5
"S01012717",581,13,391,161,3,-,6,7
"S01012718",489,6,395,79,1,1,-,7
"S01012719",438,7,314,102,-,-,3,12
"S01012720",318,21,121,168,5,-,-,3
"S01012721",288,1,250,31,-,-,1,5
"S01012722",413,4,326,75,-,-,-,8
"S01012723",358,3,320,22,-,-,-,13
"S01012724",412,7,272,122,-,1,2,8
"S01012725",494,11,359,111,2,-,1,10
"S01012726",283,2,238,37,1,-,-,5
"S01012727",294,7,256,19,-,1,-,11
"S01012728",339,-,313,8,-,-,3,15
"S01012729",346,3,323,7,1,-,1,11
"S01012730",266,5,102,154,4,-,-,1
"S01012731",335,4,262,64,2,-,2,1
"S01012732",292,10,28,249,2,-,1,2
"S01012733",364,1,323,8,20,2,2,8
"S01012734",198,-,193,3,1,-,-,1
"S01012735",213,1,171,35,2,-,-,4
"S01012736",376,1,362,6,1,1,-,5
"S01012737",329,-,284,31,2,1,3,8
"S01012738",255,2,242,6,1,-,-,4
"S01012739",289,1,284,1,-,-,-,3
"S01012740",308,-,296,4,1,-,1,6
"S01012741",272,4,233,35,-,-,-,-
"S01012742",276,2,265,3,1,2,2,1
"S01012743",237,1,227,4,3,-,-,2
"S01012744",277,1,263,10,1,-,-,2
"S01012745",302,-,290,9,1,-,-,2
"S01012746",311,1,298,9,-,-,-,3
"S01012747",348,5,327,8,-,-,1,7
"S01012748",369,5,329,14,-,-,2,19
"S01012749",387,4,325,47,-,1,-,10
"S01012750",336,2,302,23,-,-,1,8
"S01012751",423,14,125,265,2,6,6,5
"S01012752",375,4,356,6,1,1,-,7
"S01012753",235,3,225,3,-,-,-,4
"S01012754",255,2,238,12,-,-,-,3
"S01012755",280,1,261,5,1,1,2,9
"S01012756",271,-,192,75,-,-,-,4
"S01012757",236,3,214,18,-,-,-,1
"S01012758",274,1,231,35,4,-,2,1
"S01012759",342,7,254,67,8,-,-,6
"S01012760",424,4,375,35,-,-,1,9
"S01012761",369,4,288,65,-,1,-,11
"S01012762",315,6,243,60,1,1,-,4
"S01012763",178,1,164,8,-,-,-,5
"S01012764",348,5,297,36,-,2,-,8
"S01012765",296,5,285,-,1,-,2,3
"S01012766",358,1,350,1,1,-,1,4
"S01012767",228,1,222,5,-,-,-,-
"S01012768",291,1,285,3,-,1,-,1
"S01012769",152,2,138,9,-,-,-,3
"S01012770",408,1,332,63,2,-,-,10
"S01012771",357,7,320,22,-,-,1,7
"S01012772",285,4,265,6,-,3,1,6
"S01012773",391,3,358,20,2,1,-,7
"S01012774",408,7,363,30,1,-,1,6
"S01012775",211,1,175,33,-,1,-,1
"S01012776",359,1,342,5,-,1,3,7
"S01012777",365,3,325,33,-,-,-,4
"S01012778",295,2,266,20,-,1,1,5
"S01012779",200,-,186,5,2,1,-,6
"S01012780",346,8,320,9,-,2,-,7
"S01012781",300,3,283,9,-,-,-,5
"S01012782",313,2,296,7,-,-,1,7
"S01012783",322,2,298,16,-,-,-,6
"S01012784",391,8,135,241,1,-,-,6
"S01012785",388,1,346,22,-,-,3,16
"S01012786",423,4,301,104,-,-,1,13
"S01012787",250,5,168,70,1,-,-,6
"S01012788",259,5,226,22,-,1,-,5
"S01012789",325,9,254,60,1,-,-,1
"S01012790",289,3,185,97,1,-,2,1
"S01012791",324,3,307,9,-,-,-,5
"S01012792",496,7,448,37,-,-,-,4
"S01012793",363,10,202,145,2,-,-,4
"S01012794",378,4,306,57,-,-,1,10
"S01012795",439,3,417,8,-,-,1,10
"S01012796",347,5,319,13,-,-,1,9
"S01012797",276,1,260,6,1,-,2,6
"S01012798",329,2,279,39,3,1,-,5
"S01012799",393,6,330,43,1,1,1,11
"S01012800",398,3,374,18,1,-,-,2
"S01012801",252,2,164,86,-,-,-,-
"S01012802",207,1,198,3,1,-,-,4
"S01012803",262,-,257,3,1,-,-,1
"S01012804",351,10,156,183,1,-,1,-
"S01012805",383,4,360,14,1,-,-,4
"S01012806",299,6,155,136,-,-,-,2
"S01012807",218,-,208,1,1,-,-,8
"S01012808",475,4,343,118,1,-,1,8
"S01012809",337,15,265,49,1,-,-,7
"S01012810",481,5,446,24,-,-,-,6
"S01012811",348,1,332,5,1,-,2,7
"S01012812",285,-,282,2,-,-,-,1
"S01012813",372,2,358,8,-,-,-,4
"S01012814",333,1,321,4,-,1,-,6
"S01012815",320,1,314,3,-,-,-,2
"S01012816",229,-,212,10,-,-,2,5
"S01012817",175,-,173,1,-,-,-,1
"S01012818",271,3,255,10,-,-,-,3
"S01012819",365,8,321,14,1,-,1,20
"S01012820",370,-,345,4,10,-,2,9
"S01012821",263,-,251,5,-,-,-,7
"S01012822",256,2,209,35,-,-,1,9
"S01012823",285,-,275,2,-,-,-,8
"S01012824",273,2,243,22,-,1,-,5
"S01012825",269,3,152,110,2,-,1,1
"S01012826",231,2,204,1,1,-,3,20
"S01012827",233,2,219,4,1,-,-,7
"S01012828",254,1,245,4,-,-,1,3
"S01012829",362,3,331,7,1,-,1,19
"S01012830",313,3,296,9,-,1,-,4
"S01012831",333,5,238,87,-,-,-,3
"S01012832",215,1,203,5,1,2,-,3
"S01012833",319,3,285,20,-,2,-,9
"S01012834",289,3,256,19,-,1,-,10
"S01012835",403,5,371,17,-,1,-,9
"S01012836",220,1,210,1,2,-,-,6
"S01012837",414,6,91,313,-,2,-,2
"S01012838",528,4,87,426,-,-,-,11
"S01012839",300,3,275,19,-,-,-,3
"S01012840",285,2,229,49,-,-,-,5
"S01012841",253,5,207,38,-,-,-,3
"S01012842",198,1,186,6,1,1,-,3
"S01012843",381,8,342,20,3,-,2,6
"S01012844",249,-,233,6,5,-,1,4
"S01012845",281,7,265,1,1,-,-,7
"S01012846",543,18,407,95,-,1,-,22
"S01012847",249,3,234,7,1,-,1,3
"S01012848",283,1,273,2,1,-,-,6
"S01012849",345,1,309,22,-,1,-,12
"S01012850",339,8,306,18,-,-,-,7
"S01012851",374,5,352,13,1,-,1,2
"S01012852",298,2,285,7,-,-,2,2
"S01012853",338,3,323,8,1,2,-,1
"S01012854",374,4,357,5,1,-,3,4
"S01012855",284,7,264,8,-,-,-,5
"S01012856",414,8,346,51,1,1,-,7
"S01012857",472,16,392,46,-,2,3,13
"S01012858",422,7,342,58,1,-,1,13
"S01012859",530,30,362,110,10,-,3,15
"S01012860",382,-,265,109,2,-,1,5
"S01012861",322,10,276,27,2,-,-,7
"S01012862",369,18,250,85,-,-,-,16
"S01012863",424,30,227,155,-,-,2,10
"S01012864",469,44,330,73,-,-,1,21
"S01012865",390,5,346,29,1,-,-,9
"S01012866",374,7,335,15,1,-,2,14
"S01012867",396,17,336,18,-,-,2,23
"S01012868",321,16,207,86,-,-,1,11
"S01012869",257,4,225,8,1,-,3,16
"S01012870",450,9,396,38,-,-,1,6
"S01012871",384,6,359,9,-,2,-,8
"S01012872",318,9,292,8,-,1,-,8
"S01012873",338,6,316,6,2,1,-,7
"S01012874",383,8,245,118,1,-,2,9
"S01012875",277,1,226,38,-,1,-,11
"S01012876",371,8,334,17,-,-,2,10
"S01012877",331,-,310,13,1,2,1,4
"S01012878",373,3,341,22,2,-,1,4
"S01012879",323,9,253,55,-,-,-,6
"S01012880",374,8,325,30,1,-,1,9
"S01012881",406,5,381,15,1,-,-,4
"S01012882",287,19,102,163,-,1,1,1
"S01012883",378,15,72,286,-,-,3,2
"S01012884",285,9,160,110,-,-,3,3
"S01012885",270,11,14,243,-,-,2,-
"S01012886",315,2,300,8,-,-,1,4
"S01012887",352,4,329,13,-,1,1,4
"S01012888",333,2,319,8,1,-,-,3
"S01012889",342,1,326,9,-,1,-,5
"S01012890",300,9,243,25,-,1,2,20
"S01012891",255,5,213,27,1,2,2,5
"S01012892",566,10,477,66,-,-,1,12
"S01012893",369,18,124,219,-,2,2,4
"S01012894",311,1,254,27,19,-,3,7
"S01012895",197,3,117,11,49,6,8,3
"S01012896",482,44,183,118,24,2,110,1
"S01012897",248,-,222,2,16,2,2,4
"S01012898",177,1,171,3,-,-,-,2
"S01012899",317,7,65,243,-,-,-,2
"S01012900",226,4,141,16,51,7,4,3
"S01012901",336,3,245,82,1,2,1,2
"S01012902",359,5,261,83,-,-,2,8
"S01012903",400,17,259,113,-,2,1,8
"S01012904",371,5,281,74,1,2,2,6
"S01012905",272,6,211,47,-,1,-,7
"S01012906",482,17,299,160,-,-,2,4
"S01012907",449,14,363,61,-,2,2,7
"S01012908",355,3,317,28,1,-,-,6
"S01012909",331,4,242,76,-,1,-,8
"S01012910",485,13,214,253,-,-,-,5
"S01012911",340,-,315,21,1,1,-,2
"S01012912",339,2,303,29,-,-,2,3
"S01012913",417,6,377,28,-,-,1,5
"S01012914",410,1,381,13,-,-,1,14
"S01012915",447,-,399,37,2,-,1,8
"S01012916",331,6,203,120,1,-,-,1
"S01012917",270,1,256,7,-,-,4,2
"S01012918",255,6,123,125,-,-,-,1
"S01012919",229,8,165,50,1,-,2,3
"S01012920",258,2,242,11,1,-,-,2
"S01012921",338,8,301,25,1,-,-,3
"S01012922",437,7,343,80,1,-,-,6
"S01012923",306,5,252,45,-,-,-,4
"S01012924",243,6,150,83,1,1,-,2
"S01012925",194,4,152,17,-,-,19,2
"S01012926",333,14,181,136,-,-,1,1
"S01012927",339,14,181,138,2,2,2,-
"S01012928",353,9,257,80,-,1,-,6
"S01012929",340,8,247,74,4,1,1,5
"S01012930",512,10,413,85,-,-,-,4
"S01012931",435,6,363,58,-,-,-,8
"S01012932",211,1,203,3,-,-,-,4
"S01012933",352,1,334,7,-,1,1,8
"S01012934",360,3,342,10,-,-,-,5
"S01012935",363,2,343,10,3,1,-,4
"S01012936",351,6,285,53,-,-,-,7
"S01012937",314,1,303,3,1,-,-,6
"S01012938",307,1,299,2,-,-,-,5
"S01012939",216,-,212,1,-,-,-,3
"S01012940",268,-,262,-,2,-,-,4
"S01012941",257,-,251,4,1,-,-,1
"S01012942",364,3,332,23,-,-,-,6
"S01012943",291,4,272,6,1,-,2,6
"S01012944",207,-,206,-,-,-,-,1
"S01012945",241,3,233,-,3,1,1,-
"S01012946",338,-,336,1,-,-,-,1
"S01012947",151,1,147,1,-,-,-,2
"S01012948",249,1,240,4,-,-,1,3
"S01012949",282,7,251,10,4,2,6,2
"S01012950",273,2,261,3,1,-,-,6
"S01012951",294,3,280,2,3,1,1,4
"S01012952",247,2,201,13,24,-,4,3
"S01012953",292,7,238,38,-,-,4,5
"S01012954",173,-,169,2,-,-,1,1
"S01012955",356,1,345,7,-,1,-,2
"S01012956",458,9,384,53,1,-,-,11
"S01012957",304,4,214,82,-,1,-,3
